Sentence,Sentiment
"“ Turkcell ""kim aramýþ"" diye göstereceðine ""kimler aramak istemiþ"" diye gösterseydi herþey bambaþka olabilirdi.”",2
Kýymetimi kaybettikten sonra anlicaksýn zamanýmý paramý mutluluðumu sömürdün. Son 2 gün seni terkediyorum Turkcell kib..,1
Bu aylar turkcell býle mesaj atmýyo :(,2
"eee 4'ünde vodafone 'a geçiþiniz saðlannacak dendi, turkcell kapandý an itibariyle vodafone da açýlmadý :S telefonsuz kaldým ulan",1
baslarindaki supervisorlarinin da tek isi foto cekmek olmamali.,2
Nivyorklu Selocan nerdeki acep?,2
Bana Turkcell de atmýyor :O,2
Karþýyaka da 10 bin daire turkcell superonline ile tanýþmaya hazýr. son 4 gün.,0
"Charlene Li: ""Dünya o kadar hýzlý deðiþiyor ki daima bir adým arkasýnda kalýyoruz. Artýk kontrol sizde deðil..."" #PazarlamaKonferansi",2
bugün gds sýnavý var.evet var ve ben daha yeni çalýsmaya basladým. Hayat paylasýnca güzel,0
senin bu cekememezliginden biktim usandim #turkcell,1
turkcell superonline,0
Bu akþam sinemada Sherlock'ta kullanmak için bi gnctrkcll þifresi lazým gençler. Bi el atýverin hadi.,0
"beni bi arasaniza. Guzel fikirlerim var. Hadi kapat artik cok yazdi. Optum, baybay.",2
""" Turkcell T11 mi Geliyor?  Ben bu T serisinden týrsýyorum ufaktan. Terminator'ü çaðrýþtýrýyor sanki.",2
"Dudullu'nun gobeginde #turkcell edge ile baglaniyor, 4 ceksin diye daga mi cikmamiz lazim anlamadim ki",1
4 çeker aslan,2
Kýz arkadaþýmdan fazla Turkcell mesaj atýyor günde bin tane mesaj yeter,1
Oha amk arkadaþla 14 dk konuþtuk 6 Tl 22kurus gitmiþ. Resmen soyuldum türkcell tarafýndan...,1
5326833306 nolu hattýmýn ipone4 s kontratlý tekliften yararlanmak istiyorum teþekkürler,0
özturkcell e geciþ yap ;) :))),0
"ne kadar yaparsa yapsýn ama Türkiye'nin internetinden bi çacýk olmaz.Ýnternet ,teknoloji geride bi de istihbarat desen seviye 1...",1
"her yerde çeker de, bu hýzla 3g hiç çekmese daha iyi. Sözleþme biter bitmez back to",0
merk edyrm acaba bu fiyatlari aciklarken rakip firma ile kiyas yapiyormsnzz .. Yada neden bukadr yuksek diyormsnzz,1
Türkcell olsa mesaj atcan sanki.Sen türkcellsinde noluyo 1 senedir smsin yok lan !,2
Aþkitom yaa kontörsüzlükten ölücem turkcell 24 saat beni bloke etti. Kimseye mesaj atamýyorum. Bugün gitmeseydiniz keþke hemen,1
Hayat paylaþýnca güzel...la la la...,0
Bi turksel bi de dijiturkten cektigim kadaaar ....... :,1
hayat paylasinca guzel ;))),0
#BuKutudaNeVar Ýlk sorunun ödülleri sahiplerini buldu. Sýra ikinci soruda.,2
kamil koç-türkcell 1 bilet alana 1 bilet bedava kampanyasý kocaman bir kandýrmacadýr...AYIP !!!,1
"Kaç haftadýr aldýðým GSM ve 3G kursunun son haftasýnda, iþleri yerinde incelicez. Öðleden sonra Turkcell baz istasyonlarýndayýz",2
"birine mesaj attýktan sonra cevabý beklerken, gelen mesajlardan biri de turkcell yerine o olsa keþke, nasýl mesut olurdum anlatamam",2
#Blog Rekabet için fiyat mý kalite mi?,2
"arayin dedi, tam 1 saat 10 dk çaðrý merkezindeki arkadaþ ile konuþtum, bana kontör transferlerinin ücretlendirildiði söylendi",1
Turkcell cekmiyormu yani,1
hadi ya :) burada gnctrkcll ile anca 5 lira o da ayda bir kullandýrýyo sinema turlarý düzenleyelim oraya :),2
Bu saatte telefon faturasý mý gönderilir be Turkcell? Ben þimdi nasýl huzurla uyuyacaðým?,1
Carrier IQ skandalý hakkýnda neden bir açýklama yapmýyorsunuz? RT yapalým lütfen. Zekeriya Beyaz,1
bugün (seni turkcell reklamýnda þahan'ýn kafasýna taktýðý ayþe özgün peruðu olarak yaratmayan) allah için ne yaptýn?,2
askim nasil yollicaksin banaaa ? :D ben kendime yeni hat alirim turkcell daha iyi daha kolay,0
Aman hayata baðlan...Sakýn gitme.,2
"“ Ne zaman yoðun þeyler yaþasan o an bi msj gelir , atan Turkcell'dir.   #BuBoyledir”",1
da 4 çeker ýyýký varsýn  #screenmuncher,2
Burak ozentisi biri yine telefonuma kendini turkcell diye kaydetmis konusuyoruz yani ama kim olduguni hala bilmiyorum :D,2
Samsung Galaxy Tab 10.1 Türkiye Fiyatý (Turkcell Kampanyasý),0
2 dakika icinde turkcell bana 10 tane msg attý allahtan bi smsle internet paketimiz bitti yani,1
ayrýca turkcell konusunu da halledeceðiz haftaiçi bakarýz dedi :D,2
"yok yaw:) yaðmur kaçarken doluya tutulmama önlemi, turkcell výnnla bizi öptü,",1
Aynen lan yeter iliðimizi sömürdükleri!Hele turkcell ne kadar oç caným cicim demesini biliyor ama '91 lirayý öde Esma' da diyo!,1
Sahanin Turkcell reklamlari gercekten cok komik.,0
Ýnternet paketimin bitmesine raðmen 2 hafta bedavadan kullanmýþtým.Oparatör yeni uyandý duruma.Hep senmi yolucan bizi Turkcell :D,1
hangi gazeteyi daðýtýyorsunuz?,2
Depresyondayým unutuldum aldatýldým -Turkcell.,2
turkcell veya vodafone mu?,2
Turkcell ile ayný fiyatta Vodafone bis fiyatý.,2
Ohh Allaha sukur turkcell selo canlarina yilbasi reklami yapmamiss :) ne buyuk eksiklikkk anlatamam,1
HAYAT PAYLAÞINCA GÜZEL AMA SÝZ HAKLI OLDUÐUM HALDE HATTIMI KAPATTINIZ HAYATI PAYLAÞAMIYORUM SAYENÝZDE,1
"Bugun turkcell cagri merkezini aradim, remen buyulendim tebrikler #turkcell",0
"seni seviyorum turkcell ben tl derdine düþmüþken 600 dakikam oldu ,iyiki varsýn",0
""" hepsi ayni bunlarin, biz de trkcll superonline ile kavga edip iptal ettirdik. Isik hizinda rezaletti!!#TurkTelekomYeterArama""",1
zuzu turkcell 2 gündür mesaj atmýyo kesin baska biri var :(,1
superonline cok iyi ya,0
Bu ayki turkcell faturamda yuvarlama farký diye bir kalem var. Bedava dedikleri servislere de para alýyorlar.,1
"Charlene Li: ""Baþarýlý olmak için sosyal medya için bu platforma özel, paylaþýlabilir içerikler oluþturmalýsýnýz."" #PazarlamaKonferansi",2
imza iþlemez bunlara vazgeçmezler turkcel sevdalarýndan,0
Lanet olsun turkcell kazikcinin tekisin.,1
evlere kadar ulaþtýrmak için çabalýyoruz. Bu hizmeti kimse veremedi. Biz veriyoruz. Herkese fiber :),0
Bu turkcell niye böyle orospu çocuðu...,1
Liseli Turkcell,2
#bukutudanevar 'da ikinci soruya ait hediyeler sahiplerini buldu. Üçüncü soruya hazýr mýyýz arkadaþlar?,2
"Bir kere mesaj at, vallahi Turkcell benden ödesin parasýný... Ýlk önce numarami bilmen gerekiyor yalniz",2
seheryeli1 ben,2
valla teknoloji çok ilerledi..kaybolduk ama turkcell çekiyor :)) çok ýssýz buralar terk edilmiþ gibi...,0
Selocan olalým mý?,2
bana msj atan da yok ama tcell ne biliyim sikindiri boktan giysi firmalarý falan filan çook yalnýzýmmm :( :P,1
siz insanlarý kandýrýyorsunuz,1
Sertap : hakan tecavüze uðruyorum .!! aaa Hakan : Hayat Paylaþýnca Güzel .!,2
match and talk un bulduðunu sandýðý þeyi turkcell yýllardýr yapýyo zaten,0
Turkcell yerine ben mesaj atýcaktým ama fazla ilgiden soðursun dýye atmadým.,1
kurtuldum artýk senden turkcell. en büyük vodafone,1
Yunus Sinem Evlilik #3kelimeyle2011,2
Saygýdeðer sayýn sevgili TURKCELL ailesine en guzel dýleklerýmý yolladýktan sonra isteðimin onaylanmasý beni sevindirmedi deðil yani :D,0
superonline baðlatmalýsýn en hýzlýsý o yapabilsem bende anýnda ona geçicem ama þu taahhüt illeti yok mu çok fena :(,0
SENÝ SEVDÝMDE NE OLDU EFESLE TURKSEL ZENGÝN OLDU,2
"Sakarya'ya #Superonline fiberoptik dosuyor. Hersey daha hizli,daha pahali.",2
Kimselere vermediðim diðer numaramý vereyim ben sana ordan þaapalým turkcell'in boku çýktý zaten.,1
20 Mbit/s fiber  hattindan 1 dk lik 360p video nun gelmesi 7-8 dk suruyor. Gercekten super.. #rezalet #superonline,1
bizi etse etse turkcell memnun eder :D insafli davranmyrlar bize :D,2
Rumara olayýný yapan var mý?,2
ne avea ne turkcell tek gerçek gülse birsel,2
turkcell sevgi sözcükleri:yarram hayat paylasinca guzel.,2
Ben sözlüðe girebiliyorum ttnette sorun var serkan panpa. ccc türksel výnn ccc,2
"o laftan sonra ""nasýl alýyor bunlarý bu telefonu"" dediði zaman biri çýkýp ""turkcell'de kampanya var çok ucuza"" diyecektir elbet.",0
444'lü numaralarý aramanýn en ucuz yolu  THY ile 21.5 dakikalýk konuþma sadece 40 kuruþ tutmuþ :),0
ne saçma ya iPhone 4 ü ayný fiyata verdiniz doðru mü sizden iPhone 4 alanlar hata mý ettiler....,1
Ýnternet paketi yapýnca giriyo bedava deil. 100 mb ayda 10 tl. ne reklam yaptm ama hem de turkcell :D,1
"anlaþmalý mý düþünüyosun, operatör engeli olabilir aletlerin onlarý atlama, benim ki Turkcell cihazý mesela, market kapalý",2
bu superonline  adil kullaným hakký tam bi þark kurnazlýðý,1
"iþe bak!  reklam için aramýþ, ulaþamayýp ses kaydýný sesli mesaj býrakmýþ.  dinleme ücreti kesti benden! fiyasko!",1
Divane Asik Gibi Blog Turkcell Blog odullerinde son 10`a kalmis. Destek veren herkese tesekkurler...,0
Dipnot; Turkcell'in net hizina koyayim,1
özturkcell abi o.,0
Sözleþme tarihi belli. O gün orada BB uzmaný bir arkadaþ vardý o yönlendirdi. Gerekeni yaparýz hepbirlikte...,2
"profesyoneller kulubune girin ama ne bi bilgilendirme gelsin, ne sifre gelsin. Prof olduk sozde. Hani sifrem?? Neyden yararlancam?",1
Bu show tv de bokunu cýkarttý sureklý  turkcell'ýn reklamýný verýyo býktým sahaný gormekten ozturkcell ozturkcell yeter,2
turkcell'e sor deki alihanýn mesaj paketini neden bitirdiniz?,1
bana ancak adil kullaným saçmalýðýný bitirirseniz yardýmcý olabilirsiniz. Superonline'a geçiþ sebebim rahatça download yapýp +,1
turkcell olaydin sende sen avea ol diye maas veriyolar sanki :D,2
"Ibne turkcell, sesli mesaj var diye sms geliyo sesli mesaji dinlemek icin 50kurus veriyosun sesli mesaj turkcell'den, kimi sikiyosunuz?",1
"Valla haklisiniz, Turkcell d(G)ört çeker !!!",1
"capstone'u boþverip superonline'a baþladým þuan,,ah ahh",0
#bugungunlerdenintikam   Bunu Turkcell Süper Lig gördü. FENERBAHÇE : 1 Diðerleri : 0,2
"#Turkcell dün 4S'i lanse etti, bugün koca Bahariyedeki TIM'de telefon yok. Tcell daha TIM'lere stok göndermemiþ... Ne iþ yapar bu Turkcell??",1
Bu sabah turkcel msj atmadý battý herhalde dýe dusundum ama yðunukdan gecikti herhald merak ediyoruz turkcell bu kadar bekletme sabahlarý.,1
"Bir Coca Cola, bir de Türkcell reklam konusunda oldum olasý çok baþarýlýlar. Büyük olmak böyle bir þey olsa gerek...",0
"turkcell 3000 sms her yöne + 300dk heryöne 29tl , vodafone 5000 sms + 500dk heryöne + face , twit ücretsiz 25 tl arada ki fark",2
#turkcell adam gibi saatlerde mesaj atmayý öðren artýk!,1
Dur bi mesaj ataLým SevgiLisin'den zannetsin..  -Turkcell. :D,2
Ne Turkcell'i ya ? haftaya kurtuluyorum inþallah :D,1
"Önüne GeLene Unuturum Demek KoLay !!.. -Sana Biþe Söleyim mi ? Karþýna Geçsem , Unuttunmu.. ? Desem.. -Ruhun donar    SeLoCAn",2
bunlar hep paylaþan cinsten herþey ortak misali... Hayat paylaþýnca güzel sloganýda baþkasýnýnmýþ meger :),2
"2011 icin en cok reklam veren listede ilk 6 da telekom olmayan tek sirket Ulker, muhtesem 5'li TT,Vodafone,Avea,Tcell ve TTNet ...",2
CBL Mac sonucu : THY 54 - Turkcell 57,2
Modemin 2 metre uzaklikta olmasina ragmen baglanti sorunu yasanilan ve insani sinir eden tek internet superonline fiber olmali.,1
superonline a gec kafa rahat :),0
Cnm turkcell magazalarnda ve diger telefn magazalarnda satýlýo :)),0
hahaha cümle arasýna turkcell yaz belki bir pano asarlar :)),2
#superonline yine birincil dns sunucusu hatasi verdi baglanamiyorum,1
walla hiç durma bence turkcell de :D,1
"""Turkcell beni sesimden tanir""",0
"Of internet paketi icin turkcellin sitesine girdim 2 dk bile sürmedi 10 tl mi aldi pic, oc, mal turkcell!",1
""" Turkcell Superonline 1 Milyon Haneye Fiber Ýnterneti Taþýdý, Sabit Numara Taþýmada Lider Oldu.",0
Sen beni delirtirsin turkcell,1
Bunlarda hep sarki soyluyor(turkcell reklami)(m.arda 3 yasinda),2
Bu gece Turkcell Teknoloji'de sabahlayacaðým galiba.,2
2011 yilinin en iyi reklam yapan GSM operatoru  ( kullaniyorum),1
Bir kere abonesi olduðum tarife kadar fatura ödiyeyim kurban keseceðim,1
ben bir kurnazlýk buldum. 16 liraya tcell 1gb sahibi oluyorsun;),2
:))) :((( hayat paylaþýnca güzel mutlu olmak varken niye bizler kýymetini bilmeyiz,0
aklýma gece 10 da gýttýgýmýz zafer plazadaký turkcell subesýndeký kufur eden calýsan geldý lan :D,1
Ne zaman Tweet'er yada Facebook'a girsem benim Turkcell 2G ye geçiyor.Alacam ayagýmýn altýna.,1
*HAYAT PAYLAÞINCA GÜZEL!!!,0
"hayat paylaþýnca güzel "" TURKCELL :))))",0
"Ondan mesaj beklersin ama onun yerine turkcell mesaj atar ya, iste o cok acý.",1
#encoksevdigimsey Turkcell ile hayata baðlanmak,0
bu türksel cocuklarýmýn anasý olsun istiyorum!!!!,2
"Ýnternet gidince superonline'ý aradýk ve sonuç olarak cevaplarý,bizim sitede genel olarak bi kopukluk varmýþ.ee çözüm olarak?",1
"+ben sana çok baðlandým. - turkcell?, vodafone? + yok avea daha iyi çekiyordu :D",1
internet festivalinden satýn almýþ oldugum 250 mb lik internet paketim yenilenince yine 5 tl mi ödüyeceðim yoksa 17 TL mi ?,2
"BTK, Turkcell’e 11 kampanyadan ceza kesti",2
"hani turkcell 4 cekerdi, bi konusmam tam 4 kez kesildi, umarim reklamlarda bunu da islerler",1
Ne dersen de Avea Vodofone hikaye...Turkcell gibisi yok...,0
Ödemeli aramlari cevaplayip haberiniz olmadan odediginiz 29krþ larin  talep ettiginizde geri odenecegini biliyor muydunuz? Bilin.,1
Blackberry sahipler turkcell kampanyasi oncesi blackberry sahiperi ve turkcell kampanyasi sonrasi blackberry sahipleri diye ikiye ayrilir,2
"Bený yalnýz býrakmayalan sevgýlýlerýme ( turkcell, ýs bankasý, us polo, sans, genc tarýfe) sýzde olmasanýz arayan soran yok",2
sayýn turkcell gmy si cok cok cok þiddetle firmanýzdan sikayetciyim!!!!vodafone a geçiþ yapýyorum ve tüm yakýn cevreme...,1
gördüðm en hýzlý turksel müþteri temsilcisisin asýl ben teþekkür ederim :))),0
superonline :),0
Burcak bebisim 1$lik þey  için kredi kartý numarasý istiyor direkt Turkcell faturaya nakledemiyorum sen duþun :(,2
4 cekermish! Kactir kesiliyor konusmanin ortasinda! Yalan dolan reklam yapacaginiza azcik yatirim yapin..,1
Namazýný Kýldýnmý Caným. yayýn turkcell deðil imam hatip gençliði :),2
Evet çok begendim,0
Sahsen hayat paylasinca guzel falan degil yani turkcell buyuk bi hata yapiyoo mesela ben cikolatami paylasinca 1689 kat daha kotu oluyorum,1
kesinlikle superonline tartismasizzzzzzzzzz,0
EN ÝNANDIRICI MARKA YÝNE TURKCELL HER ZAMAN TURKCELL,0
Sertap pop versiyonunu yapti zara&amp;kubat turku rock versiyonunu merakla bekliyorum kim yapar? Manga ? Hayko ?#turkcell hayat paylasimca guzel,2
SUPERONLÝNE,2
Ýnovasyonda büyük ödül Turkcell'in!,0
turkcell partner 20 gunfur cvp vermiyor? oyalýyor? tv projem var neden ilgilenmiyorsunuz?,1
"Radyo 91.6 çok baþarýlý... Özellikle Turkcell'le Trafikte programý. Yavuz Semerci, Açýl Sezen ve Kerimcan Kamal'a bravo...",2
"hayat paylaþýnca güzel, rica ederim her zaman :)",0
"kardeþim tanýdýgým bi piskiyatýr var.. numarasýný vereyim.. tansaþ,turkcell,avea vb.'den gelen mesajlarý ona da atarsýn ;)",1
Bugün turkcell müzik konserlerinde  Manga'yla birlikteyiz saat 15:00 itibariyle Manga sizlerle iyi seyirler  (www.turkcellmuzik.com),0
Sen vodofon gibi her aný yaþýyorsun Ama ben turkcell gibi seni her yerde çekemem.,2
"caným oda numaramý deðil, turkcell numarasýný sormusdum :P",2
superonline tavsiye edebilirim bilmiyorum ne kullanýyorsun ama...,0
Blackberry kullaniyorum ama turkcell i phone paketim var. isn't it ironic?,2
aynen :) kos bi turkcell al hemen:),0
Bu turkcell harbi Pic,1
#3kelimeyle2011 Turkcell beni uzdu.,1
yok dava acmam terk ederim,1
butun cuma gunleri boyle olsa.. :)) Turkcell #pazarlamakonferansi - Charlene Li,0
Ölmeden önce söylenen son sözler; (calisilan sirket turkcell)Sayýn patron arkadaþlarla birlikte topluca vodafone'a geçiyoruz (toplu katliam),1
HAN DERLERYA HAYAT PAYLAÞINCA GÜZEL BEN HAYAT SEVÝNCE GÜZEL..,0
Turkcell ÝK tek týkla turkcelli CV www.turkcellisimolurmusun.blogspot.com,2
Müþteri hizmetlerinin ücretli olmasý çok saçma yani o kadar reklama paran var buna mý yok turkcell,1
turkcelle baðlan hayata hayata baðlan turkcelle,0
#turkcell mudo indirimin güzel olmuþ valla ya.,0
turkcell çekmiyor mu? inanmýyorummm. turkcell 4 çeker ama yandan :) niye öyle diyorsun ki. hiç yakýþtýramadým.,1
sagolasin el öpenlerin cok olsun mesaj hakkýn Turkcell den Beles gelsin :D,0
"ödediðimiz tel faturalarýnýn %25'i KDV, %18'i de ÖÝV. Yani devlet turkcell hep beraber geçiriyor anlayacaðýn.",1
"Samsung Chat 527 kolay kullanýma sahip olan, hýzlý mesajlaþmak isteyenler için ideal bir cep telefon... Haberin Devamý",2
avea bile acikladi herturlu fiyat.  ve #vodafone dan tik yok,1
Ohaa amk 65 tl fatura geldý bana ananýn amý turkcell,1
#turkcell dogum günü hediyen için tesekkürler :),0
turkcell zaten bir numaralý dolandýrýcý doktor.,1
"iyiki varsýnýz    siz olmasanýz mesaj da geleceði yok,telefon özelliðini unutacak nerdeyse. O kadar ki yalnýzým:)",0
"Paramýzla rezil oluyoruz: Saçma sebeple hat kapatan Turkcell, neyin kafasýný yaþýyorsun!?",1
meðerse hesabýný çalanlar beni de kazýklamýþlar 84+84= 168 tl kazýk girmiþ oldu faturama ve turkcell bu konutyla ilgili,1
"Pahalý dedim, dýþarýdan almak lazým dedim ama olmadý... Kayýtla uðraþacaðýma Turkcell'den istedim 4S'i. Keþke 12 aylýk seçenek de sunsalar..",0
"hayýr bilgim yok, bende Turkcell internet üzerinden baðlanýnca da yazýyor.",2
4 mevsimm her koþulda 4 çeker  PIRELLI   :))))),2
turkcell seni sesinden tanir :D aklima geldi de kendi kendime guldumm :D,1
#superonline fiber internet 'in Adil Kullaným haksýzlýðýna sessiz kalmayýn. Emsal karar çýktý:   RT!,1
cok tesekkurler beyb mesajinada turkcell olmadigin icin cevap veremedim cok tesekkur ediiyorum opuyooorum,2
turkcell i ara söylüyorlar =),2
"bariscamur adresine mail at kardesim, detayli olarak anlatayim :)",2
panpis turkcel bizi kandiriyo galiba :( telefonuna ip takip boynuna asarmisin iki dag arasinda cekip cekmedigine bakarmisin,1
geriye çeker þimdi bu takýmý sallar geçeriz 4 tane :D,2
"TÖMER Dil Kurslarýna gelen insanlar kendi para ve zamanlarýný harcayýp geliyorlar. Bunlara sözde deðil, özde destek gerekli!..",2
Okulda Turkcell'liler internete giremiyor. Mit'ten falan þüphelenmeye baþladýk artýk,1
Serdar'la Baðlan Hayata :)  |aysenur ;)),2
#turkcell çýk hayatýmdan.,1
Elifi yeriiim :D malesef bizi ayiran turkcell :(,1
"4- Hepsiburada'ya, KVK'ya, Turkcell'e, Vodafone'ye Sövesim geldi sövmedim. BlackBerry'e sövesim geliyor, sövmicem. Ben o Noel'inde ...",1
Ben eski  seviyorum da ulaþmak için önce kurumsal  ve  aþmak gerekiyor. :((,1
"Bu Blackberry icin ne cok update geliyor ya! Belki benim wireless baglantim yok! Belki paketimi doldurdum, Turkcell yavaslatti hizimi!",1
3G problemleri icin nereye basvurabiliriz? Kayseri/Talas Erciyes Unv. Civarý 5 gündür edge. Turkcell bile çekiyor yahu :) help..,0
Olmadýk yere kontörümü yiyen turkcell i kýnýyorum haberin olsun.,1
çalarken dinletlerde Blues müzikler niye yok?!,1
trcell trcell merak etme ödemeli nasýl yapýoduk? ayýp ediyosun kardeþim ne demek insanlýk öldümü :),2
11 yýllýk aboneniz olarak sizinle tüm iliþkimi kesiyorum. Rakipleriniz karþýsýnda erimenizi keyifle izleyeceðim.,1
bende turkcell e mesaj atmýþtým zaten haftalar önce ama,2
